success,execution_time,failure_type,failure_stage,error_message,warnings_count,memory_peak,param_N,param_N_d,param_N_p,param_endpoints,param_basis_type,param_integration_method_G,param_integration_method_T,param_n_points_G,param_n_points_T,param_alpha,param_K,param_true_data_noise,param_assumed_data_noise,param_m_bar_callable,param_m_0_callable,param_solver,result_compute_property_posterior
False,1.0197958946228027,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -2.472471290060932e-06); Gaussian measure construction failed: Covariance matrix is not non-negative; 1 negative eigenvalues detected,0,,77,10,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.1504044532775879, 'cov_P_computation_time': 0.8669660091400146, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': -2.472471290060932e-06, 'cov_P_max_eigenvalue': 0.11124979459130366, 'cov_P_num_negative_eigenvalues': 1, 'cov_P_condition_number': 44995.383784036574, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 2.48e-06 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,1.4253053665161133,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.00013682931002759468); Gaussian measure construction failed: Covariance matrix is not non-negative; 3 negative eigenvalues detected,0,,77,10,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.15049195289611816, 'cov_P_computation_time': 1.2723681926727295, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -0.00013682931002759468, 'cov_P_max_eigenvalue': 0.16850051217119139, 'cov_P_num_negative_eigenvalues': 3, 'cov_P_condition_number': 1231.4650431052346, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 1.37e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,1.8742048740386963,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.0008485296693976267); Gaussian measure construction failed: Covariance matrix is not non-negative; 7 negative eigenvalues detected,0,,77,10,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.1530165672302246, 'cov_P_computation_time': 1.7187631130218506, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.0008485296693976267, 'cov_P_max_eigenvalue': 0.23026713026380302, 'cov_P_num_negative_eigenvalues': 7, 'cov_P_condition_number': 271.37192554182604, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 8.49e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,0.7117552757263184,,,,0,,77,32,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.5595579147338867, 'cov_P_computation_time': 0.14646005630493164, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0018425704053267467, 'cov_P_max_eigenvalue': 0.0018425704053267467, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,1.586637020111084,,,,0,,77,32,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.5628335475921631, 'cov_P_computation_time': 1.0180277824401855, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.0006184952610863216, 'cov_P_max_eigenvalue': 0.041806672394341514, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 67.59416769162065, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,2.442944288253784,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -3.1444177721945585e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 1 negative eigenvalues detected,0,,77,32,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.5614752769470215, 'cov_P_computation_time': 1.8759682178497314, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': -3.1444177721945585e-05, 'cov_P_max_eigenvalue': 0.08221882166676237, 'cov_P_num_negative_eigenvalues': 1, 'cov_P_condition_number': 2614.7550237696323, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 3.15e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,3.307755470275879,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -6.965663801170044e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 3 negative eigenvalues detected,0,,77,32,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.560844898223877, 'cov_P_computation_time': 2.7412796020507812, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -6.965663801170044e-05, 'cov_P_max_eigenvalue': 0.124292164203781, 'cov_P_num_negative_eigenvalues': 3, 'cov_P_condition_number': 1784.35491220382, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 6.97e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,4.331310272216797,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.000790586566636123); Gaussian measure construction failed: Covariance matrix is not non-negative; 8 negative eigenvalues detected,0,,77,32,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.5616819858551025, 'cov_P_computation_time': 3.763857841491699, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.000790586566636123, 'cov_P_max_eigenvalue': 0.16970567021752936, 'cov_P_num_negative_eigenvalues': 8, 'cov_P_condition_number': 214.6579228377383, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 7.91e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,1.3517978191375732,,,,0,,77,55,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.1262791156768799, 'cov_P_computation_time': 0.21672916412353516, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0016000992554692716, 'cov_P_max_eigenvalue': 0.0016000992554692716, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,2.6859567165374756,,,,0,,77,55,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.1394238471984863, 'cov_P_computation_time': 1.5373632907867432, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.0004570928711773693, 'cov_P_max_eigenvalue': 0.02830483038281071, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 61.92358745369136, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,3.9960811138153076,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -2.727333766073281e-06); Gaussian measure construction failed: Covariance matrix is not non-negative; 1 negative eigenvalues detected,0,,77,55,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.1273221969604492, 'cov_P_computation_time': 2.8599472045898438, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': -2.727333766073281e-06, 'cov_P_max_eigenvalue': 0.05581806494023857, 'cov_P_num_negative_eigenvalues': 1, 'cov_P_condition_number': 20466.16576034383, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 2.74e-06 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,5.3261659145355225,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -5.136380070854876e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 2 negative eigenvalues detected,0,,77,55,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.1284470558166504, 'cov_P_computation_time': 4.188663005828857, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -5.136380070854876e-05, 'cov_P_max_eigenvalue': 0.08426489252378488, 'cov_P_num_negative_eigenvalues': 2, 'cov_P_condition_number': 1640.5501805040728, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 5.14e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,6.862987279891968,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.000698371502281182); Gaussian measure construction failed: Covariance matrix is not non-negative; 7 negative eigenvalues detected,0,,77,55,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.1378092765808105, 'cov_P_computation_time': 5.7160484790802, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.000698371502281182, 'cov_P_max_eigenvalue': 0.11490680762469116, 'cov_P_num_negative_eigenvalues': 7, 'cov_P_condition_number': 164.53536155091675, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 6.98e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,2.111795425415039,,,,0,,77,77,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.815324306488037, 'cov_P_computation_time': 0.2840301990509033, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0014142959065772847, 'cov_P_max_eigenvalue': 0.0014142959065772847, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,3.860461473464966,,,,0,,77,77,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.7903728485107422, 'cov_P_computation_time': 2.0576388835906982, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.0003777616633604068, 'cov_P_max_eigenvalue': 0.016227518590052392, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 42.9570286346669, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,5.647730112075806,,,,0,,77,77,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.7914531230926514, 'cov_P_computation_time': 3.8440728187561035, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': 3.1333245655466935e-06, 'cov_P_max_eigenvalue': 0.032034813119347555, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 10223.905136287154, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,7.4370245933532715,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -2.9581733612690564e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 2 negative eigenvalues detected,0,,77,77,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.795499324798584, 'cov_P_computation_time': 5.6293840408325195, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -2.9581733612690564e-05, 'cov_P_max_eigenvalue': 0.0482387336179121, 'cov_P_num_negative_eigenvalues': 2, 'cov_P_condition_number': 1630.6932598844608, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 2.96e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,9.465418577194214,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.00034092428072386683); Gaussian measure construction failed: Covariance matrix is not non-negative; 6 negative eigenvalues detected,0,,77,77,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.782454013824463, 'cov_P_computation_time': 7.6707024574279785, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.00034092428072386683, 'cov_P_max_eigenvalue': 0.0655730461313774, 'cov_P_num_negative_eigenvalues': 6, 'cov_P_condition_number': 192.33903197551538, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 3.41e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,3.0039870738983154,,,,0,,77,100,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.63427734375, 'cov_P_computation_time': 0.35401105880737305, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0012429923766624415, 'cov_P_max_eigenvalue': 0.0012429923766624415, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,5.400213956832886,,,,0,,77,100,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.7194814682006836, 'cov_P_computation_time': 2.66477632522583, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.00031066250993537, 'cov_P_max_eigenvalue': 0.014926171065327482, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 48.046257877826044, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,7.649922132492065,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -3.9000805967180074e-06); Gaussian measure construction failed: Covariance matrix is not non-negative; 2 negative eigenvalues detected,0,,77,100,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.7104010581970215, 'cov_P_computation_time': 4.9240028858184814, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': -3.9000805967180074e-06, 'cov_P_max_eigenvalue': 0.029359837979451416, 'cov_P_num_negative_eigenvalues': 2, 'cov_P_condition_number': 7528.0080119775685, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 3.91e-06 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,9.815349817276001,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -1.9792323355036814e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 3 negative eigenvalues detected,0,,77,100,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.651078701019287, 'cov_P_computation_time': 7.148612976074219, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -1.9792323355036814e-05, 'cov_P_max_eigenvalue': 0.0442302522473713, 'cov_P_num_negative_eigenvalues': 3, 'cov_P_condition_number': 2234.717544472385, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 1.98e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,12.411906003952026,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.0003268201342743713); Gaussian measure construction failed: Covariance matrix is not non-negative; 6 negative eigenvalues detected,0,,77,100,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.6588642597198486, 'cov_P_computation_time': 9.736921787261963, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.0003268201342743713, 'cov_P_max_eigenvalue': 0.060038534122422146, 'cov_P_num_negative_eigenvalues': 6, 'cov_P_condition_number': 183.70512653917072, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 3.27e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,0.23256659507751465,,,,0,,100,10,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.15311169624328613, 'cov_P_computation_time': 0.07695698738098145, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0026918867968441164, 'cov_P_max_eigenvalue': 0.0026918867968441164, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,0.6323463916778564,,,,0,,100,10,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.1521470546722412, 'cov_P_computation_time': 0.47776198387145996, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.0007075164866339438, 'cov_P_max_eigenvalue': 0.056378730984589634, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 79.68539539313798, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,1.032902717590332,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -2.472471290060932e-06); Gaussian measure construction failed: Covariance matrix is not non-negative; 1 negative eigenvalues detected,0,,100,10,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.15300989151000977, 'cov_P_computation_time': 0.8774487972259521, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': -2.472471290060932e-06, 'cov_P_max_eigenvalue': 0.11124979459130366, 'cov_P_num_negative_eigenvalues': 1, 'cov_P_condition_number': 44995.383784036574, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 2.48e-06 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,1.4436650276184082,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.00013682931002759468); Gaussian measure construction failed: Covariance matrix is not non-negative; 3 negative eigenvalues detected,0,,100,10,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.15236544609069824, 'cov_P_computation_time': 1.2887935638427734, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -0.00013682931002759468, 'cov_P_max_eigenvalue': 0.16850051217119139, 'cov_P_num_negative_eigenvalues': 3, 'cov_P_condition_number': 1231.4650431052346, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 1.37e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,1.9196772575378418,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.0008485296693976267); Gaussian measure construction failed: Covariance matrix is not non-negative; 7 negative eigenvalues detected,0,,100,10,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.15419578552246094, 'cov_P_computation_time': 1.7628471851348877, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.0008485296693976267, 'cov_P_max_eigenvalue': 0.23026713026380302, 'cov_P_num_negative_eigenvalues': 7, 'cov_P_condition_number': 271.37192554182604, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 8.49e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,0.7246403694152832,,,,0,,100,32,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.5667152404785156, 'cov_P_computation_time': 0.15212154388427734, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0018425704053267467, 'cov_P_max_eigenvalue': 0.0018425704053267467, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,1.5929410457611084,,,,0,,100,32,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.5646250247955322, 'cov_P_computation_time': 1.0215823650360107, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.0006184952610863216, 'cov_P_max_eigenvalue': 0.041806672394341514, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 67.59416769162065, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,2.475071668624878,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -3.1444177721945585e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 1 negative eigenvalues detected,0,,100,32,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.567610502243042, 'cov_P_computation_time': 1.9017705917358398, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': -3.1444177721945585e-05, 'cov_P_max_eigenvalue': 0.08221882166676237, 'cov_P_num_negative_eigenvalues': 1, 'cov_P_condition_number': 2614.7550237696323, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 3.15e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,3.3618242740631104,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -6.965663801170044e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 3 negative eigenvalues detected,0,,100,32,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.5679285526275635, 'cov_P_computation_time': 2.7879228591918945, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -6.965663801170044e-05, 'cov_P_max_eigenvalue': 0.124292164203781, 'cov_P_num_negative_eigenvalues': 3, 'cov_P_condition_number': 1784.35491220382, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 6.97e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
